cal BP,Posterior probability
-1520,1.8353001633417145E-5
-1510,0.0
-1500,1.8353001633417145E-5
-1490,1.8353001633417145E-5
-1480,1.8353001633417145E-5
-1470,0.0
-1460,0.0
-1450,3.670600326683429E-5
-1440,0.0
-1430,0.0
-1420,3.670600326683429E-5
-1410,3.670600326683429E-5
-1400,1.2847101143392E-4
-1390,0.0
-1380,1.2847101143392E-4
-1370,2.018830179675886E-4
-1360,1.4682401306733716E-4
-1350,2.5694202286784E-4
-1340,1.2847101143392E-4
-1330,4.037660359351772E-4
-1320,4.95531044102263E-4
-1310,4.771780424688458E-4
-1300,5.689430506359315E-4
-1290,9.543560849376916E-4
-1280,0.001633417145374126
-1270,0.0026978912401123202
-1260,0.005304017472057555
-1250,0.005212252463890469
-1240,0.006001431534127406
-1230,0.008846146787307064
-1220,0.010167562904913099
-1210,0.009653678859177419
-1200,0.004551544405087452
-1190,0.003982601354451521
-1180,0.008974617798740984
-1170,0.02707067740929029
-1160,0.032429753886248094
-1150,0.024464551177345056
-1140,0.030080569677170703
-1130,0.03364105199405363
-1120,0.03481564409859232
-1110,0.03310881494668453
-1100,0.02861232954649733
-1090,0.02956668563143502
-1080,0.0345770550773579
-1070,0.037843889368106155
-1060,0.05162699359480243
-1050,0.05753666012076275
-1040,0.05265476168627379
-1030,0.05278323269770771
-1020,0.05142511057683484
-1010,0.05149852258336851
-1000,0.04634132912437829
-990,0.04797474626975242
-980,0.04481802998880467
-970,0.03696294528970213
-960,0.026373263347220437
-950,0.019509240736322427
-940,0.019637711747756345
-930,0.010057444895112596
-920,0.0026978912401123202
-910,0.0014682401306733716
-900,6.24002055536183E-4
-890,6.056490539027658E-4
-880,3.8541303430176003E-4
-870,8.442380751371887E-4
-860,9.543560849376916E-4
-850,0.00102776809147136
-840,0.001248004111072366
-830,8.258850735037716E-4
-820,5.322370473690972E-4
-810,5.322370473690972E-4
-800,6.24002055536183E-4
-790,2.936480261346743E-4
-780,1.1011800980050288E-4
-770,2.018830179675886E-4
-760,2.018830179675886E-4
-750,7.341200653366858E-5
-740,9.176500816708573E-5
-730,5.505900490025144E-5
-720,3.670600326683429E-5
-710,1.8353001633417145E-5
-700,1.8353001633417145E-5
-690,1.8353001633417145E-5
