cal BP,Posterior probability
-1450,1.8353001633417145E-5
-1440,0.0
-1430,0.0
-1420,0.0
-1410,0.0
-1400,0.0
-1390,0.0
-1380,1.8353001633417145E-5
-1370,1.8353001633417145E-5
-1360,0.0
-1350,5.505900490025144E-5
-1340,7.341200653366858E-5
-1330,1.8353001633417145E-5
-1320,7.341200653366858E-5
-1310,9.176500816708573E-5
-1300,1.8353001633417145E-5
-1290,9.176500816708573E-5
-1280,1.2847101143392E-4
-1270,2.018830179675886E-4
-1260,5.1388404573568E-4
-1250,6.423550571696E-4
-1240,6.056490539027658E-4
-1230,9.360030833042744E-4
-1220,0.0011745921045386973
-1210,0.00205553618294272
-1200,0.0018353001633417145
-1190,0.0016517701470075432
-1180,0.0019454181731422173
-1170,0.002771303246645989
-1160,0.0043313083854864464
-1150,0.005157193458990218
-1140,0.006772257602730926
-1130,0.007744966689302035
-1120,0.00906638280690807
-1110,0.00983720887551159
-1100,0.011305449006184961
-1090,0.012480041110723658
-1080,0.012681924128691248
-1070,0.01317745517279351
-1060,0.016279112448841008
-1050,0.017655587571347293
-1040,0.021289481894763887
-1030,0.022500780002569422
-1020,0.024464551177345056
-1010,0.024794905206746563
-1000,0.02795162148769431
-990,0.027749738469726722
-980,0.028832565566098336
-970,0.030631159726173217
-960,0.029107860590599593
-950,0.028832565566098336
-940,0.0287958595628315
-930,0.028135151504028483
-920,0.027786444472993558
-910,0.02918127259713326
-900,0.02738267843705838
-890,0.02609796832271918
-880,0.02628149833905335
-870,0.025785967294951088
-860,0.024758199203479728
-850,0.024005726136509625
-840,0.024152550149576964
-830,0.02224383797970158
-820,0.021674894929065647
-810,0.020922421862095544
-800,0.019949712775524438
-790,0.019362416723255088
-780,0.017949235597481968
-770,0.01782076458604805
-760,0.01747205755501312
-750,0.01671958448804302
-740,0.015416521372070401
-730,0.014884284324701305
-720,0.014021693247930699
-710,0.014058399251197534
-700,0.012645218125424414
-690,0.01137886101271863
-680,0.010938388973516618
-670,0.010387798924514104
-660,0.0064235505716960005
-650,0.004735074421421624
-640,0.002899774258079909
-630,0.002661185236845486
-620,0.0016517701470075432
-610,0.0015783581404738745
-600,0.001137886101271863
-590,5.689430506359315E-4
-580,4.2211903756859433E-4
-570,1.1011800980050288E-4
-560,1.8353001633417145E-5
